69.23,5,22000
83.04,1,42000
77.68,1,55000
77.68,3,48000
70.19,19,38000
145.96,8,69000
44.84,2,21000
84.21,9,50000
148.75,19,50000
148.75,6,68000
86.81,13,32000
77.92,2,46000
110.14,1,39000
110.14,17,60000
86.81,9,90000
85.89,25,41000
107.93,10,57000
109.14,2,46000
105.4,26,57000
85.86,30,43000
96.58,2,38000
108.77,5,45000
95.54,12,45000
77.68,10,45000
99.29,1,35000
105.82,8,53000
69.32,1,53000
69.32,19,45000
85.63,10,33000
82.99,14,50000
79.72,4,40000
64.28,10,40000
86.81,3,41000
77.97,11,33000
110.87,5,49000
111.81,9,28000
105.95,5,31000
101.42,13,26000
78.09,7,36000
78.21,4,54000
80.55,2,60000
81.38,5,51000
51.55,15,58000
105.82,4,36000
78.09,4,41000
69.32,12,33000
51.55,13,50000
69.32,13,26000
82.99,5,44000
112.21,29,71000
51.55,9,35000
69.32,4,37000
69.32,14,34000
69.32,7,25000
105.95,11,45000
105.34,3,45000
51.55,8,25000
81.67,6,31000
69.32,3,62000
51.55,13,32000
76.19,2,33000
69.32,4,42000
83.04,4,43000
83.04,7,35000
64.44,6,53000
118.18,3,32000
82.15,10,33000
142.43,6,68000
97.81,5,35000
99.29,19,30000
105.95,4,48000
110.14,3,58000
83.04,3,58000
142,15,60000
110.87,3,60000
77.68,15,58000
77.68,3,39000
107.93,2,43000
44.84,9,59000
102.18,7,58000
110.87,3,48000
110.14,2,36000
85.63,15,57000
76.19,3,35000
110.87,5,45000
90.25,14,39000
69.32,10,37000
139.2,19,50000
76.19,5,48000
98.21,7,41000
98.21,9,42000
72.23,3,35000
69.32,1,37000
142.43,3,43000
80.55,4,37000
66.93,5,69000
84.87,12,31000
77.92,12,58000
109.14,6,49000
165.47,1,52000
46.73,13,55000
156.89,6,60000
76.19,9,35000
46.57,16,70000
69.32,5,38000
161.41,12,35000
76.19,2,98000
105.95,1,21000
105.95,1,21000
110.14,8,35000
77.68,4,57000
109.14,13,60000
83.04,9,32000
86.81,4,35000
53.54,17,26000
64.44,4,33000
111.78,12,45000
111.81,25,41000
21.19,9,45000
148.75,10,65000
77.68,1,59000
165.47,1,70000
148.75,2,63000
142,2,9000
142.86,5,33000
69.32,4,35000
82.99,7,42000
69.32,6,90000
53.54,6,45000
107.93,1,96000
69.32,14,37000
69.32,6,35000
164.6,8,35000
98.21,1,42000
109.14,13,57000
109.14,5,57000
84.06,6,24000
84.21,8,40000
69.81,6,45000
80.55,8,34000
110.14,14,36000
77.97,13,30000
102.18,2,52000
83.04,5,41000
66.93,6,44000
98.21,6,32000
108,8,37000
102.17,6,42000
21.12,17,48000
107.93,2,13000
110.14,3,48000
77.68,8,60000
110.14,13,60000
53.54,7,32000
84.48,4,44000
69.32,3,60000
69.32,17,20000
44.84,13,10000
102.18,1,35000
101.42,13,21000
112.45,1,70000
18.43,1,36000
109.14,14,58000
142,5,34000
149.8,5,68000
44.84,6,24000
102.27,5,49000
142.43,11,47000
84.87,4,52000
110.14,14,24000
84.87,14,35000
109.14,11,39000
51.55,6,58000
84.48,14,35000
51.43,1,60000
79.72,1,25000
126.75,14,33000
77.65,11,57000
64.28,12,41000
69.32,19,72000
98.95,2,50000
109.14,13,58000
69.23,1,32000
142,4,35000
110.66,2,23000
51.43,4,57000
126.75,7,58000
99.34,7,42000
78.09,2,72000
77.97,2,32000
77.97,1,36000
105.4,7,35000
114.64,6,45000
99.96,5,60000
165.47,9,69000
69.7,23,32000
82.99,8,43000
161.41,2,110000
142,4,55000
78.09,3,40000
64.44,3,98000
105.82,1,31000
105.82,1,53000
66.93,15,32000
164.43,1,53000
83.04,2,51000
108.83,9,32000
69.23,4,36000
69.32,12,41000
111.16,18,41000
77.65,18,13000
76.19,20,67000
21.19,23,35000
79.72,1,69000
89,30,36000
99.96,7,9000
111.16,24,48000
86.13,28,53000
24.85,11,35000
109.77,30,58000
83.86,12,35000
110.87,19,37000
105.4,20,47000
110.66,21,58000
80.44,5,25000
111.16,22,63000
109.43,5,70000
109.44,13,35000
77.15,28,47000
111.16,4,39000
105.95,1,53000
109.14,13,57000
112.21,17,65000
84.1,8,50000
51.43,6,25000
83.71,1,33000
99.96,10,53000
99.96,10,56000
114.64,1,20000
84.48,3,50000
142.43,13,32000
66.93,12,25000
111.81,5,51000
111.81,3,37000
79.72,5,37000
64.28,7,35000
109.14,3,32000
76.68,2,44000
46.73,15,62000
51.43,10,58000
112.21,1,73000
83.71,8,68000
148.75,34,32000
81.16,-,37000
105.95,5,63000
83.57,20,36000
98.1,2,32000
98.1,2,37000
112.21,21,69000
112.21,7,70000
112.21,18,44000
109.44,27,73000
108.77,7,42000
